"gene","ensembl_gene_id","entrezgene_id"
"COX19","ENSG00000240230",90639
"COX20","ENSG00000203667",116228
"COX4I1","ENSG00000131143",1327
"COX4I2","ENSG00000131055",84701
"COX5A","ENSG00000178741",9377
"COX5B","ENSG00000135940",1329
"COX5B","ENSG00000291596",1329
"COX6A1","ENSG00000111775",1337
"COX6A2","ENSG00000156885",1339
"COX6B1","ENSG00000126267",1340
"COX6B2","ENSG00000160471",125965
"COX6C","ENSG00000164919",1345
"COX7A1","ENSG00000161281",1346
"COX7A2","ENSG00000112695",1347
"COX7A2L","ENSG00000115944",9167
"COX7B","ENSG00000131174",1349
"COX7B2","ENSG00000170516",170712
"COX7C","ENSG00000127184",1350
"COX8A","ENSG00000176340",1351
"COX8C","ENSG00000187581",341947
"COX8C","ENSG00000277018",341947
"CP","ENSG00000047457",1356
"CPA1","ENSG00000091704",1357
"CPA2","ENSG00000158516",1358
"CPA3","ENSG00000163751",1359
"CPA4","ENSG00000128510",51200
"CPA5","ENSG00000158525",93979
"CPA6","ENSG00000165078",57094
"CPAMD8","ENSG00000160111",27151
"CPB1","ENSG00000153002",1360
"CPB2","ENSG00000080618",1361
"CPB2-AS1","ENSG00000235903",100509894
"CPD","ENSG00000108582",1362
"CPE","ENSG00000109472",1363
"CPEB1","ENSG00000214575",64506
"CPEB1","ENSG00000277445",64506
"CPEB1-AS1","ENSG00000259462",283692
"CPEB2","ENSG00000137449",132864
"CPEB2-DT","ENSG00000247624",441009
"CPEB3","ENSG00000107864",22849
"CPEB4","ENSG00000113742",80315
"CPED1","ENSG00000106034",79974
"CPHXL","ENSG00000283755",NA
"CPHXL2","ENSG00000284484",NA
"CPLANE1","ENSG00000197603",65250
"CPLANE2","ENSG00000291382",79363
"CPLANE2","ENSG00000132881",79363
"CPLX1","ENSG00000168993",10815
"CPLX2","ENSG00000145920",10814
"CPLX3","ENSG00000213578",594855
"CPLX4","ENSG00000166569",339302
"CPM","ENSG00000135678",1368
"CPN1","ENSG00000120054",1369
"CPN2","ENSG00000178772",1370
"CPNE1","ENSG00000214078",8904
"CPNE2","ENSG00000140848",221184
"CPNE3","ENSG00000085719",8895
"CPNE4","ENSG00000196353",131034
"CPNE5","ENSG00000124772",57699
"CPNE6","ENSG00000285221",9362
"CPNE6","ENSG00000100884",9362
"CPNE7","ENSG00000178773",27132
"CPNE8","ENSG00000139117",144402
"CPNE9","ENSG00000144550",151835
"CPO","ENSG00000144410",130749
"CPOX","ENSG00000080819",1371
"CPPED1","ENSG00000103381",55313
"CPQ","ENSG00000104324",10404
"CPS1","ENSG00000021826",1373
"CPS1-IT1","ENSG00000280837",29034
"CPSF1","ENSG00000071894",29894
"CPSF1","ENSG00000285049",29894
"CPSF2","ENSG00000165934",53981
"CPSF3","ENSG00000119203",51692
"CPSF4","ENSG00000160917",10898
"CPSF4L","ENSG00000187959",642843
"CPSF6","ENSG00000111605",11052
"CPSF7","ENSG00000149532",79869
"CPT1A","ENSG00000110090",1374
"CPT1B","ENSG00000205560",1375
"CPT1C","ENSG00000169169",126129
"CPT2","ENSG00000157184",1376
"CPTP","ENSG00000224051",80772
"CPVL","ENSG00000106066",54504
"CPVL-AS1","ENSG00000229452",NA
"CPVL-AS2","ENSG00000272568",100506497
"CPXCR1","ENSG00000147183",53336
"CPXM1","ENSG00000088882",56265
"CPXM2","ENSG00000121898",119587
"CPZ","ENSG00000109625",8532
"CR1","ENSG00000203710",1378
"CR1L","ENSG00000197721",1379
"CR2","ENSG00000117322",1380
"CRABP1","ENSG00000166426",1381
"CRABP2","ENSG00000143320",1382
"CRACD","ENSG00000109265",57482
"CRACDL","ENSG00000196872",343990
"CRACR2A","ENSG00000130038",84766
"CRACR2B","ENSG00000177685",283229
"CRADD","ENSG00000169372",8738
"CRADD-AS1","ENSG00000258274",101928731
"CRAMP1","ENSG00000007545",57585
"CRAT","ENSG00000095321",1384
"CRB1","ENSG00000134376",23418
"CRB2","ENSG00000148204",286204
"CRB3","ENSG00000130545",92359
"CRBN","ENSG00000113851",51185
"CRCP","ENSG00000241258",27297
"CRCT1","ENSG00000169509",54544
"CREB1","ENSG00000118260",1385
"CREB3","ENSG00000107175",10488
"CREB3L1","ENSG00000157613",90993
"CREB3L2","ENSG00000182158",64764
"CREB3L2-AS1","ENSG00000237243",100130880
"CREB3L3","ENSG00000060566",84699
"CREB3L4","ENSG00000143578",148327
"CREB5","ENSG00000146592",9586
"CREBBP","ENSG00000005339",1387
"CREBL2","ENSG00000111269",1389
"CREBRF","ENSG00000164463",153222
"CREBZF","ENSG00000137504",58487
"CREG1","ENSG00000143162",8804
"CREG2","ENSG00000175874",200407
"CRELD1","ENSG00000163703",78987
"CRELD2","ENSG00000184164",79174
"CREM","ENSG00000095794",1390
"CRH","ENSG00000147571",1392
"CRHBP","ENSG00000145708",1393
"CRHR1","ENSG00000278232",1394
"CRHR1","ENSG00000120088",1394
"CRHR1","ENSG00000276191",1394
"CRHR2","ENSG00000106113",1395
"CRIM1","ENSG00000150938",51232
"CRIM1","ENSG00000277354",51232
"CRIP1","ENSG00000213145",1396
"CRIP2","ENSG00000182809",1397
"CRIP3","ENSG00000146215",401262
"CRIPT","ENSG00000119878",9419
"CRISP1","ENSG00000124812",167
"CRISP2","ENSG00000124490",7180
"CRISP3","ENSG00000096006",10321
"CRISPLD1","ENSG00000121005",83690
"CRISPLD2","ENSG00000103196",83716
"CRK","ENSG00000167193",1398
"CRKL","ENSG00000099942",1399
"CRLF1","ENSG00000006016",9244
"CRLF2","ENSG00000205755",64109
"CRLF2","ENSG00000292363",64109
"CRLF3","ENSG00000176390",51379
"CRLS1","ENSG00000088766",54675
"CRMP1","ENSG00000072832",1400
"CRNDE","ENSG00000245694",101927480
"CRNKL1","ENSG00000101343",51340
"CRNN","ENSG00000143536",49860
"CROCC","ENSG00000058453",9696
"CROCC2","ENSG00000226321",728763
"CROCCP3","ENSG00000291402",114819
"CROCCP3","ENSG00000080947",114819
"CROT","ENSG00000005469",54677
"CRP","ENSG00000132693",1401
"CRPPA","ENSG00000214960",729920
"CRPPA-AS1","ENSG00000229688",100506025
"CRTAC1","ENSG00000095713",55118
"CRTAM","ENSG00000109943",56253
"CRTAP","ENSG00000170275",10491
"CRTC1","ENSG00000105662",23373
"CRTC2","ENSG00000160741",200186
"CRTC3","ENSG00000140577",64784
"CRTC3-AS1","ENSG00000259736",101926895
"CRX","ENSG00000105392",1406
"CRY1","ENSG00000008405",1407
"CRY2","ENSG00000121671",1408
"CRYAA","ENSG00000160202",1409
"CRYAB","ENSG00000109846",1410
"CRYBA1","ENSG00000108255",1411
"CRYBA2","ENSG00000163499",1412
"CRYBA4","ENSG00000196431",1413
"CRYBB1","ENSG00000100122",1414
"CRYBB2","ENSG00000244752",1415
"CRYBB3","ENSG00000100053",1417
"CRYBG1","ENSG00000112297",202
"CRYBG2","ENSG00000176092",55057
"CRYBG3","ENSG00000080200",131544
"CRYGA","ENSG00000168582",1418
"CRYGB","ENSG00000182187",1419
"CRYGC","ENSG00000285011",1420
"CRYGC","ENSG00000163254",1420
"CRYGD","ENSG00000118231",1421
"CRYGD","ENSG00000285434",1421
"CRYGN","ENSG00000127377",155051
"CRYGS","ENSG00000213139",1427
"CRYL1","ENSG00000165475",51084
"CRYM","ENSG00000103316",1428
"CRYZ","ENSG00000116791",1429
"CRYZL1","ENSG00000205758",9946
"CS","ENSG00000062485",1431
"CSAD","ENSG00000139631",51380
"CSAG1","ENSG00000198930",158511
"CSAG1","ENSG00000292188",158511
"CSAG2","ENSG00000268902",389903
"CSAG3","ENSG00000268916",389903
"CSDC2","ENSG00000172346",27254
"CSDE1","ENSG00000009307",7812
"CSE1L","ENSG00000124207",1434
"CSE1L-DT","ENSG00000227431",NA
"CSF1","ENSG00000184371",1435
"CSF1R","ENSG00000182578",1436
"CSF2","ENSG00000164400",1437
"CSF2RA","ENSG00000198223",1438
"CSF2RA","ENSG00000292357",1438
"CSF2RB","ENSG00000100368",1439
"CSF3","ENSG00000108342",1440
"CSF3R","ENSG00000119535",1441
"CSGALNACT1","ENSG00000147408",55790
"CSGALNACT2","ENSG00000169826",55454
"CSH1","ENSG00000136488",1444
"CSH1","ENSG00000136488",1442
"CSH2","ENSG00000213218",1443
"CSHL1","ENSG00000204414",1444
"CSK","ENSG00000103653",1445
"CSKMT","ENSG00000214756",751071
"CSMD1","ENSG00000183117",64478
"CSMD2","ENSG00000121904",114784
"CSMD2-AS1","ENSG00000231163",402779
"CSMD3","ENSG00000164796",114788
"CSN1S1","ENSG00000126545",1446
"CSN2","ENSG00000135222",1447
"CSN3","ENSG00000171209",1448
"CSNK1A1","ENSG00000113712",1452
"CSNK1A1L","ENSG00000180138",122011
"CSNK1D","ENSG00000141551",1453
"CSNK1E","ENSG00000213923",1454
"CSNK1G1","ENSG00000169118",53944
"CSNK1G2","ENSG00000133275",1455
"CSNK1G2-AS1","ENSG00000180846",255193
"CSNK1G3","ENSG00000151292",1456
"CSNK2A1","ENSG00000101266",1457
"CSNK2A2","ENSG00000070770",1459
"CSNK2A3","ENSG00000254598",283106
"CSNK2B","ENSG00000206406",1460
"CSNK2B","ENSG00000224398",1460
"CSNK2B","ENSG00000228875",1460
"CSNK2B","ENSG00000204435",1460
"CSNK2B","ENSG00000224774",1460
"CSNK2B","ENSG00000230700",1460
"CSNK2B","ENSG00000232960",1460
"CSNKA2IP","ENSG00000283434",NA
"CSPG4","ENSG00000173546",1464
"CSPG4P1Y","ENSG00000240450",114758
"CSPG5","ENSG00000114646",10675
"CSPP1","ENSG00000104218",79848
"CSRNP1","ENSG00000144655",64651
"CSRNP2","ENSG00000110925",81566
"CSRNP3","ENSG00000178662",80034
"CSRP1","ENSG00000159176",1465
"CSRP2","ENSG00000175183",1466
"CSRP3","ENSG00000129170",8048
"CST1","ENSG00000170373",1469
"CST11","ENSG00000125831",140880
"CST2","ENSG00000170369",1470
"CST3","ENSG00000101439",1471
"CST4","ENSG00000101441",1472
"CST5","ENSG00000170367",1473
"CST6","ENSG00000175315",1474
"CST7","ENSG00000077984",8530
"CST8","ENSG00000125815",10047
"CST9","ENSG00000173335",128822
"CST9L","ENSG00000101435",128821
"CSTA","ENSG00000121552",1475
"CSTB","ENSG00000160213",1476
"CSTF1","ENSG00000101138",1477
"CSTF2","ENSG00000101811",1478
"CSTF2T","ENSG00000177613",23283
"CSTF3","ENSG00000176102",1479
"CSTF3-DT","ENSG00000247151",338739
"CSTL1","ENSG00000125823",128817
"CSTPP1","ENSG00000149179",79096
"CT45A1","ENSG00000268940",541466
"CT45A10","ENSG00000269586",NA
"CT45A2","ENSG00000271449",728911
"CT45A3","ENSG00000269096",541466
"CT45A3","ENSG00000269096",441519
"CT45A5","ENSG00000228836",441521
"CT45A6","ENSG00000278289",541465
"CT45A7","ENSG00000273696",NA
"CT45A8","ENSG00000278085",NA
"CT45A9","ENSG00000270946",NA
"CT47A1","ENSG00000236371",728096
"CT47A1","ENSG00000288363",728096
"CT47A10","ENSG00000224089",100507170
"CT47A10","ENSG00000224089",728036
"CT47A11","ENSG00000226929",255313
"CT47A12","ENSG00000226685",100507170
"CT47A2","ENSG00000242362",728090
"CT47A2","ENSG00000242362",100507170
"CT47A2","ENSG00000292268",728090
"CT47A2","ENSG00000292268",100507170
"CT47A3","ENSG00000292267",728082
"CT47A3","ENSG00000292267",100507170
"CT47A3","ENSG00000236126",728082
"CT47A3","ENSG00000236126",100507170
"CT47A4","ENSG00000288477",728075
"CT47A4","ENSG00000288477",100507170
"CT47A4","ENSG00000230594",728075
"CT47A4","ENSG00000230594",100507170
"CT47A5","ENSG00000237957",100507170
"CT47A5","ENSG00000237957",728072
"CT47A5","ENSG00000292266",100507170
"CT47A5","ENSG00000292266",728072
"CT47A6","ENSG00000226023",100507170
"CT47A6","ENSG00000226023",255313
"CT47A6","ENSG00000226023",728062
"CT47A6","ENSG00000288273",100507170
"CT47A6","ENSG00000288273",255313
"CT47A6","ENSG00000288273",728062
"CT47A7","ENSG00000228517",653282
"CT47A8","ENSG00000230347",100507170
"CT47A8","ENSG00000230347",728049
"CT47A9","ENSG00000226600",728042
"CT47A9","ENSG00000226600",100507170
"CT47B1","ENSG00000236446",643311
"CT47B1","ENSG00000288466",643311
"CT47C1","ENSG00000277535",727838
"CT55","ENSG00000169551",54967
"CT62","ENSG00000225362",196993
"CT66","ENSG00000234215",100507468
"CT75","ENSG00000291155",440934
"CT75","ENSG00000237732",440934
"CT83","ENSG00000204019",203413
"CTAG1A","ENSG00000268651",246100
"CTAG1B","ENSG00000184033",1485
"CTAG2","ENSG00000126890",30848
"CTAGE1","ENSG00000212710",64693
"CTAGE1","ENSG00000282841",64693
"CTAGE15","ENSG00000271079",441294
"CTAGE15","ENSG00000285172",441294
"CTAGE4","ENSG00000288784",100128553
"CTAGE4","ENSG00000288370",100128553
"CTAGE6","ENSG00000285123",340307
"CTAGE6","ENSG00000271321",340307
"CTAGE8","ENSG00000289604",100142659
"CTAGE8","ENSG00000288181",100142659
"CTAGE9","ENSG00000236761",643854
"CTBP1","ENSG00000159692",1487
"CTBP1-AS","ENSG00000280927",NA
"CTBP2","ENSG00000175029",1488
"CTBS","ENSG00000117151",1486
"CTC1","ENSG00000178971",80169
"CTCF","ENSG00000102974",10664
"CTCF-DT","ENSG00000259804",NA
"CTCFL","ENSG00000124092",140690
"CTDNEP1","ENSG00000175826",23399
"CTDP1","ENSG00000282752",9150
"CTDP1","ENSG00000060069",9150
"CTDP1-DT","ENSG00000282606",284241
"CTDP1-DT","ENSG00000178412",284241
"CTDSP1","ENSG00000144579",58190
"CTDSP2","ENSG00000175215",10106
"CTDSPL","ENSG00000144677",10217
"CTDSPL2","ENSG00000137770",51496
"CTF1","ENSG00000150281",1489
"CTH","ENSG00000116761",1491
"CTHRC1","ENSG00000164932",115908
"CTIF","ENSG00000134030",9811
"CTIF","ENSG00000282825",9811
"CTLA4","ENSG00000163599",1493
"CTNNA1","ENSG00000044115",1495
"CTNNA1-AS1","ENSG00000253404",NA
"CTNNA2","ENSG00000066032",1496
"CTNNA3","ENSG00000183230",29119
"CTNNAL1","ENSG00000119326",8727
"CTNNB1","ENSG00000168036",1499
"CTNNBIP1","ENSG00000178585",56998
"CTNNBL1","ENSG00000132792",56259
"CTNND1","ENSG00000198561",1500
"CTNND2","ENSG00000169862",1501
"CTNS","ENSG00000040531",1497
"CTPS1","ENSG00000171793",1503
"CTPS2","ENSG00000047230",56474
"CTR9","ENSG00000198730",9646
"CTRB1","ENSG00000285346",1504
"CTRB1","ENSG00000168925",1504
"CTRB2","ENSG00000284810",440387
"CTRB2","ENSG00000168928",440387
"CTRC","ENSG00000162438",11330
"CTRL","ENSG00000141086",1506
"CTSA","ENSG00000064601",5476
"CTSB","ENSG00000164733",1508
"CTSB","ENSG00000285132",1508
"CTSC","ENSG00000109861",1075
"CTSD","ENSG00000117984",1509
"CTSE","ENSG00000196188",1510
"CTSF","ENSG00000174080",8722
"CTSG","ENSG00000100448",1511
"CTSH","ENSG00000103811",1512
"CTSK","ENSG00000143387",1513
"CTSL","ENSG00000135047",1514
"CTSL3P","ENSG00000188029",392360
"CTSL3P","ENSG00000290757",392360
"CTSO","ENSG00000263238",1519
"CTSO","ENSG00000256043",1519
"CTSS","ENSG00000163131",1520
"CTSV","ENSG00000136943",1515
"CTSW","ENSG00000172543",1521
"CTSZ","ENSG00000101160",1522
"CTTN","ENSG00000085733",2017
"CTTN","ENSG00000288401",2017
"CTTNBP2","ENSG00000077063",83992
"CTTNBP2NL","ENSG00000143079",55917
"CTU1","ENSG00000142544",90353
"CTU2","ENSG00000174177",348180
"CTXN1","ENSG00000178531",404217
"CTXN2","ENSG00000233932",399697
"CTXN3","ENSG00000205279",613212
"CTXND1","ENSG00000259417",100996492
"CTXND2","ENSG00000283324",100996521
"CUBN","ENSG00000107611",8029
"CUEDC1","ENSG00000180891",404093
"CUEDC2","ENSG00000107874",79004
"CUL1","ENSG00000055130",8454
"CUL2","ENSG00000108094",8453
"CUL3","ENSG00000036257",8452
"CUL4A","ENSG00000139842",8451
"CUL4B","ENSG00000158290",8450
"CUL5","ENSG00000166266",8065
"CUL7","ENSG00000044090",9820
"CUL9","ENSG00000112659",23113
"CUTA","ENSG00000226492",51596
"CUTA","ENSG00000112514",51596
"CUTALP","ENSG00000226752",253039
"CUTALP","ENSG00000293514",253039
"CUTC","ENSG00000119929",51076
"CUX1","ENSG00000257923",1523
"CUX2","ENSG00000111249",23316
"CUZD1","ENSG00000138161",50624
"CWC15","ENSG00000150316",51503
"CWC22","ENSG00000163510",57703
"CWC25","ENSG00000276761",54883
"CWC25","ENSG00000273559",54883
"CWC27","ENSG00000153015",10283
"CWF19L1","ENSG00000095485",55280
"CWF19L2","ENSG00000152404",143884
"CWH43","ENSG00000109182",80157
"CX3CL1","ENSG00000006210",6376
"CX3CR1","ENSG00000168329",1524
"CXADR","ENSG00000154639",1525
"CXCL1","ENSG00000163739",2919
"CXCL10","ENSG00000169245",3627
"CXCL11","ENSG00000169248",6373
"CXCL12","ENSG00000107562",6387
"CXCL13","ENSG00000156234",10563
"CXCL14","ENSG00000145824",9547
"CXCL16","ENSG00000161921",58191
"CXCL17","ENSG00000189377",284340
"CXCL2","ENSG00000081041",2920
"CXCL3","ENSG00000163734",2921
"CXCL5","ENSG00000163735",6374
"CXCL6","ENSG00000124875",6372
"CXCL8","ENSG00000169429",3576
"CXCL9","ENSG00000138755",4283
"CXCR1","ENSG00000163464",3577
"CXCR2","ENSG00000180871",3579
"CXCR3","ENSG00000186810",2833
"CXCR4","ENSG00000121966",7852
"CXCR5","ENSG00000160683",643
"CXCR6","ENSG00000172215",10663
"CXorf38","ENSG00000185753",159013
"CXorf49","ENSG00000215115",100130361
"CXorf49B","ENSG00000215113",100132994
"CXorf51A","ENSG00000224440",100129239
"CXorf51B","ENSG00000235699",100133053
"CXorf58","ENSG00000165182",254158
"CXorf65","ENSG00000204165",158830
"CXorf66","ENSG00000203933",347487
"CXXC1","ENSG00000154832",30827
"CXXC4","ENSG00000168772",80319
"CXXC4-AS1","ENSG00000245384",101929468
"CXXC5","ENSG00000171604",51523
"CXXC5-AS1","ENSG00000250635",NA
"CYB561","ENSG00000008283",1534
"CYB561A3","ENSG00000162144",220002
"CYB561D1","ENSG00000174151",284613
"CYB561D2","ENSG00000114395",11068
"CYB5A","ENSG00000166347",1528
"CYB5B","ENSG00000103018",80777
"CYB5D1","ENSG00000182224",124637
"CYB5D2","ENSG00000167740",124936
"CYB5R1","ENSG00000159348",51706
"CYB5R2","ENSG00000166394",51700
"CYB5R3","ENSG00000100243",1727
"CYB5R4","ENSG00000065615",51167
"CYB5RL","ENSG00000215883",606495
"CYBA","ENSG00000051523",1535
"CYBB","ENSG00000165168",1536
"CYBC1","ENSG00000178927",79415
"CYBRD1","ENSG00000071967",79901
"CYC1","ENSG00000179091",1537
"CYCS","ENSG00000172115",54205
"CYCSP52","ENSG00000235700",360155
"CYFIP1","ENSG00000273749",23191
"CYFIP1","ENSG00000280618",23191
"CYFIP1","ENSG00000288461",23191
"CYFIP2","ENSG00000055163",26999
"CYGB","ENSG00000161544",114757
"CYLC1","ENSG00000183035",1538
"CYLC2","ENSG00000155833",1539
"CYLD","ENSG00000083799",1540
"CYLD-AS1","ENSG00000261644",NA
"CYMP","ENSG00000240194",643160
"CYMP-AS1","ENSG00000235407",440602
"CYP11A1","ENSG00000288362",1583
"CYP11A1","ENSG00000140459",1583
"CYP11B1","ENSG00000160882",1584
"CYP11B2","ENSG00000179142",1585
"CYP17A1","ENSG00000148795",1586
"CYP19A1","ENSG00000137869",1588
"CYP1A1","ENSG00000140465",1543
"CYP1A2","ENSG00000140505",1544
"CYP1B1","ENSG00000138061",1545
"CYP1B1-AS1","ENSG00000232973",285154
"CYP20A1","ENSG00000119004",57404
"CYP21A2","ENSG00000198457",1589
"CYP21A2","ENSG00000232414",1589
"CYP21A2","ENSG00000235134",1589
"CYP21A2","ENSG00000206338",1589
"CYP21A2","ENSG00000231852",1589
"CYP21A2","ENSG00000233151",1589
"CYP24A1","ENSG00000019186",1591
"CYP26A1","ENSG00000095596",1592
"CYP26B1","ENSG00000003137",56603
"CYP26C1","ENSG00000187553",340665
"CYP27A1","ENSG00000135929",1593
"CYP27B1","ENSG00000111012",1594
"CYP27C1","ENSG00000186684",339761
"CYP2A13","ENSG00000197838",1553
"CYP2A6","ENSG00000255974",1548
"CYP2A7","ENSG00000198077",1549
"CYP2B6","ENSG00000197408",1555
"CYP2C18","ENSG00000108242",1562
"CYP2C19","ENSG00000165841",1557
"CYP2C8","ENSG00000138115",1558
"CYP2C9","ENSG00000138109",1559
"CYP2D6","ENSG00000283284",1565
"CYP2D6","ENSG00000282966",1565
"CYP2D6","ENSG00000280905",1565
"CYP2D6","ENSG00000275211",1565
"CYP2D6","ENSG00000100197",1565
"CYP2D6","ENSG00000272532",1565
"CYP2D7","ENSG00000263181",NA
"CYP2D7","ENSG00000283008",NA
"CYP2D7","ENSG00000205702",NA
"CYP2D7","ENSG00000278088",NA
"CYP2E1","ENSG00000130649",1571
"CYP2F1","ENSG00000197446",1572
"CYP2J2","ENSG00000134716",1573
"CYP2R1","ENSG00000186104",120227
"CYP2S1","ENSG00000167600",29785
"CYP2U1","ENSG00000155016",113612
"CYP2U1-AS1","ENSG00000245293",101929595
"CYP2W1","ENSG00000073067",54905
"CYP39A1","ENSG00000146233",51302
"CYP3A4","ENSG00000160868",1576
"CYP3A43","ENSG00000021461",64816
"CYP3A5","ENSG00000106258",1577
"CYP3A7","ENSG00000160870",1551
"CYP3A7-CYP3A51P","ENSG00000282301",100861540
"CYP46A1","ENSG00000036530",10858
"CYP4A11","ENSG00000187048",1579
"CYP4A22","ENSG00000162365",284541
"CYP4B1","ENSG00000142973",1580
"CYP4F11","ENSG00000171903",57834
"CYP4F12","ENSG00000186204",66002
"CYP4F2","ENSG00000186115",8529
"CYP4F22","ENSG00000171954",126410
"CYP4F3","ENSG00000186529",4051
"CYP4F30P","ENSG00000214081",100132708
"CYP4F30P","ENSG00000290699",100132708
"CYP4F35P","ENSG00000265787",284233
"CYP4F35P","ENSG00000290462",284233
"CYP4F8","ENSG00000186526",11283
"CYP4V2","ENSG00000145476",285440
"CYP4X1","ENSG00000186377",260293
"CYP4Z1","ENSG00000186160",199974
"CYP4Z2P","ENSG00000290456",163720
"CYP4Z2P","ENSG00000154198",163720
"CYP51A1","ENSG00000001630",1595
"CYP51A1-AS1","ENSG00000188693",NA
"CYP7A1","ENSG00000167910",1581
"CYP7B1","ENSG00000172817",9420
"CYP8B1","ENSG00000180432",1582
"CYREN","ENSG00000122783",78996
"CYRIA","ENSG00000197872",81553
"CYRIB","ENSG00000153310",51571
"CYS1","ENSG00000205795",192668
"CYSLTR1","ENSG00000173198",10800
"CYSLTR2","ENSG00000152207",57105
"CYSRT1","ENSG00000197191",375791
"CYSTM1","ENSG00000120306",84418
"CYTH1","ENSG00000108669",9267
"CYTH2","ENSG00000105443",9266
"CYTH3","ENSG00000008256",9265
"CYTH4","ENSG00000100055",27128
"CYTIP","ENSG00000115165",9595
"CYTL1","ENSG00000170891",54360
"CYTOR","ENSG00000222041",112597
"CYYR1","ENSG00000166265",116159
"CYYR1-AS1","ENSG00000197934",100996571
"CZIB","ENSG00000162384",54987
"D2HGDH","ENSG00000180902",728294
"DAAM1","ENSG00000100592",23002
"DAAM2","ENSG00000146122",23500
"DAAM2-AS1","ENSG00000235033",100505635
"DAB1","ENSG00000173406",1600
"DAB1-AS1","ENSG00000226759",101926890
"DAB2","ENSG00000153071",1601
"DAB2IP","ENSG00000136848",153090
"DACH1","ENSG00000276644",1602
"DACH2","ENSG00000126733",117154
"DACT1","ENSG00000165617",51339
"DACT2","ENSG00000164488",168002
"DACT3","ENSG00000197380",147906
"DACT3-AS1","ENSG00000245598",100506068
"DAD1","ENSG00000129562",1603
"DAG1","ENSG00000173402",1605
"DAGLA","ENSG00000134780",747
"DAGLB","ENSG00000164535",221955
"DALRD3","ENSG00000178149",55152
"DANCR","ENSG00000226950",57291
"DAND5","ENSG00000179284",199699
"DANT2","ENSG00000235244",NA
"DAO","ENSG00000110887",1610
"DAOA","ENSG00000182346",267012
"DAOA-AS1","ENSG00000232307",282706
"DAP","ENSG00000112977",1611
"DAP3","ENSG00000132676",7818
"DAPK1","ENSG00000196730",1612
"DAPK1-IT1","ENSG00000236709",NA
"DAPK2","ENSG00000035664",23604
"DAPK3","ENSG00000167657",1613
"DAPL1","ENSG00000163331",92196
"DAPP1","ENSG00000070190",27071
"DARS1","ENSG00000115866",1615
"DARS2","ENSG00000117593",55157
"DAW1","ENSG00000123977",164781
"DAXX","ENSG00000227046",1616
"DAXX","ENSG00000229396",1616
"DAXX","ENSG00000231617",1616
"DAXX","ENSG00000204209",1616
"DAXX","ENSG00000206206",1616
"DAXX","ENSG00000206279",1616
"DAZ1","ENSG00000188120",1617
"DAZ2","ENSG00000205944",57055
"DAZ3","ENSG00000187191",57054
"DAZ4","ENSG00000205916",57135
"DAZAP1","ENSG00000071626",26528
"DAZAP2","ENSG00000183283",9802
"DAZL","ENSG00000092345",1618
"DBET","ENSG00000281591",100419743
"DBF4","ENSG00000006634",10926
"DBF4B","ENSG00000161692",80174
"DBH","ENSG00000123454",1621
"DBH-AS1","ENSG00000225756",138948
"DBI","ENSG00000155368",1622
"DBN1","ENSG00000113758",1627
"DBNDD1","ENSG00000003249",79007
"DBNDD2","ENSG00000244274",55861
"DBNL","ENSG00000136279",28988
"DBP","ENSG00000105516",1628
"DBR1","ENSG00000138231",51163
"DBT","ENSG00000137992",1629
"DBX1","ENSG00000109851",120237
"DBX2","ENSG00000185610",440097
"DCAF1","ENSG00000145041",9730
"DCAF10","ENSG00000122741",79269
"DCAF11","ENSG00000100897",80344
"DCAF11","ENSG00000284796",80344
"DCAF12","ENSG00000198876",25853
"DCAF12L1","ENSG00000198889",139170
"DCAF12L2","ENSG00000198354",340578
"DCAF13","ENSG00000164934",25879
"DCAF15","ENSG00000132017",90379
"DCAF15","ENSG00000288453",90379
"DCAF16","ENSG00000163257",54876
"DCAF17","ENSG00000115827",80067
"DCAF4","ENSG00000119599",26094
"DCAF4L1","ENSG00000182308",285429
"DCAF4L2","ENSG00000176566",138009
"DCAF5","ENSG00000139990",8816
"DCAF6","ENSG00000143164",55827
"DCAF7","ENSG00000136485",10238
"DCAF8","ENSG00000132716",50717
"DCAF8-DT","ENSG00000228606",NA
"DCAF8L1","ENSG00000226372",139425
"DCAF8L2","ENSG00000189186",347442
"DCAKD","ENSG00000172992",79877
"DCANP1","ENSG00000251380",140947
"DCBLD1","ENSG00000164465",285761
"DCBLD2","ENSG00000057019",131566
"DCC","ENSG00000187323",1630
"DCD","ENSG00000161634",117159
"DCDC1","ENSG00000170959",341019
"DCDC2","ENSG00000146038",51473
"DCDC2B","ENSG00000222046",149069
"DCDC2C","ENSG00000214866",728597
"DCHS1","ENSG00000166341",8642
"DCHS2","ENSG00000284227",54798
"DCHS2","ENSG00000197410",54798
"DCK","ENSG00000156136",1633
"DCLK1","ENSG00000133083",9201
"DCLK2","ENSG00000170390",166614
"DCLK3","ENSG00000163673",85443
"DCLRE1A","ENSG00000198924",9937
"DCLRE1B","ENSG00000118655",64858
"DCLRE1C","ENSG00000152457",64421
"DCN","ENSG00000011465",1634
"DCP1A","ENSG00000272886",55802
"DCP1B","ENSG00000284850",196513
"DCP1B","ENSG00000151065",196513
"DCP2","ENSG00000172795",167227
"DCPS","ENSG00000110063",28960
"DCST1","ENSG00000163357",149095
"DCST2","ENSG00000163354",127579
"DCSTAMP","ENSG00000164935",81501
"DCT","ENSG00000080166",1638
"DCTD","ENSG00000129187",1635
