"affy_hg_u133_plus_2","avg_expression","adj.P.Val","P.Value","t","B","logFC","Gene.ID","Gene.symbol","Gene.title","norm_p_value","p_value_plat_rank","norm_p_value_plat_rank","norm_avg_exprss","GEOreflect_rank","pval_rank","study_pval","study_B_val","study_pval_rank","wnt_assoc"
"205449_at",7.91056404833333,9.00323367477973e-05,2.37235698298502e-06,-9.11577660326157,5.14073057670071,-1.05155321133334,"29901","SAC3D1","SAC3 domain containing 1",0.99999762764283,37,0.963,0.431410546359851,499,1311,2.37235698298502e-06,5.14073057670071,1311,FALSE
"205463_s_at",6.8857338,1.156369084471e-05,1.19761335774056e-07,12.3715703890373,8.22942215597154,1.354434366,"5154","PDGFA","platelet derived growth factor subunit A",0.999999880238672,34,0.966,0.300405988201933,945,566,1.19761335774056e-07,8.22942215597154,566,FALSE
"205464_at",8.40857611066667,8.27608125838698e-06,7.08405309359873e-08,13.0367365293686,8.76429703881943,1.540188934,"6338","SCNN1B","sodium channel epithelial 1 beta subunit",0.999999929159481,11,0.989,0.495071674912013,319,468,7.08405309359873e-08,8.76429703881943,468,FALSE
"205483_s_at",5.83132979316667,0.000186860463716017,6.40127386447369e-06,8.20319757900116,4.10203916916344,1.044642697,"9636","ISG15","ISG15 ubiquitin-like modifier",0.999993598725601,89,0.911,0.165621001849529,1437,1467,6.40127386447369e-06,4.10203916916344,1467,FALSE
"205544_s_at",6.5204581525,0.000271170072342828,1.05194645347808e-05,7.77340882365013,3.58097134976075,1.046139851,"1380","CR2","complement component 3d receptor 2",0.999989480534574,25,0.975,0.25371262129126,1092,1509,1.05194645347808e-05,3.58097134976075,1509,FALSE
"205549_at",8.865446913,4.24859948105378e-05,7.87943278242072e-07,-10.2215826511219,6.28841468491899,-1.216929208,"5121","PCP4","Purkinje cell protein 4",0.999999212056672,26,0.974,0.553473695824519,243,1010,7.87943278242072e-07,6.28841468491899,1010,FALSE
"205552_s_at",6.99881845816667,2.86931423487752e-05,4.4254505400965e-07,10.843041168196,6.88594456052947,1.25653535966667,"4938","OAS1","2'-5'-oligoadenylate synthetase 1",0.999999557454926,46,0.954,0.314861656056835,906,843,4.4254505400965e-07,6.88594456052947,843,FALSE
"205614_x_at",5.59561626683333,3.1191156648025e-05,4.98951401521504e-07,10.7112540023547,6.76188933985019,1.181753653,"4485","MST1","macrophage stimulating 1",0.999999501048574,11,0.989,0.135489625048969,1483,874,4.98951401521504e-07,6.76188933985019,874,FALSE
"205628_at",6.09916279383333,8.45514583598909e-05,2.16346575666186e-06,-9.20437339054017,5.23696438228933,-1.02718793366667,"5558","PRIM2","primase (DNA) subunit 2",0.999997836534075,28,0.972,0.199858226960232,1299,1286,2.16346575666186e-06,5.23696438228933,1286,FALSE
"205644_s_at",9.98462484233333,1.46813844094378e-05,1.74001593000744e-07,-11.9167372577085,7.84708544100117,-1.17613240866666,"6637","SNRPG","small nuclear ribonucleoprotein polypeptide G",0.99999982599841,19,0.981,0.696538764767252,101,648,1.74001593000744e-07,7.84708544100117,648,FALSE
"205659_at",6.42186464366667,0.000179825877571075,6.05175335584415e-06,8.25286794444842,4.16089370156206,1.06574385733333,"9734","HDAC9","histone deacetylase 9",0.999993948246139,70,0.93,0.241109364231903,1185,1457,6.05175335584415e-06,4.16089370156206,1457,FALSE
"205671_s_at",6.12153086866667,0.000149296571144118,4.73762324526831e-06,8.4720964516803,4.41737810619689,1.37141434266667,"3112","HLA-DOB","major histocompatibility complex, class II, DO beta",0.999995262376364,15,0.985,0.202717549043231,1274,1423,4.73762324526831e-06,4.41737810619689,1423,FALSE
"205733_at",6.41250638383333,1.60724854386515e-05,1.97438576748798e-07,-11.7662282147668,7.71743990850788,-1.30498210766667,"641","BLM","Bloom syndrome RecQ like helicase",0.999999802561424,30,0.97,0.239913093243038,1154,671,1.97438576748798e-07,7.71743990850788,671,FALSE
"205804_s_at",6.54930103783333,3.20628417192355e-05,5.20746290748626e-07,10.6646154878149,6.717651007685,1.250738575,"80342","TRAF3IP3","TRAF3 interacting protein 3",0.999999479253682,19,0.981,0.25739962160691,1072,888,5.20746290748626e-07,6.717651007685,888,FALSE
"205843_x_at",6.720838375,0.000142846140713301,4.43887687374299e-06,8.53116375851663,4.48558153957887,1.10001516466667,"1384","CRAT","carnitine O-acetyltransferase",0.999995561122761,19,0.981,0.279327324365148,997,1410,4.43887687374299e-06,4.48558153957887,1410,FALSE
"205859_at",6.41086862583333,4.33315741739601e-05,8.17890892501633e-07,10.182445535996,6.24969481839684,1.005071987,"9450","LY86","lymphocyte antigen 86",0.999999182109055,20,0.98,0.239703737826852,1138,1027,8.17890892501633e-07,6.24969481839684,1027,FALSE
"205898_at",6.79904071316667,0.00022467262105428,8.16916635858999e-06,7.99005597677032,3.8463059558725,1.15943533633333,"1524","CX3CR1","C-X3-C motif chemokine receptor 1",0.999991830832954,35,0.965,0.289323967980129,980,1486,8.16916635858999e-06,3.8463059558725,1486,FALSE
"205901_at",7.20231803133333,2.08628159116508e-05,2.84276138165155e-07,11.3412545917496,7.34261473230435,1.34715667333333,"5368","PNOC","prepronociceptin",0.999999715723855,14,0.986,0.3408751072712,769,745,2.84276138165155e-07,7.34261473230435,745,FALSE
"205902_at",5.88910733283333,3.83381015612196e-06,2.14347102733285e-08,14.6721259051386,9.96938428030479,2.262112447,"3782","KCNN3","potassium calcium-activated channel subfamily N member 3",0.999999978565306,11,0.989,0.173006733357545,1384,305,2.14347102733285e-08,9.96938428030479,305,FALSE
"205903_s_at",5.94322434816667,7.19880096320195e-05,1.69848253178427e-06,9.44023576788526,5.48939597783995,1.433246205,"3782","KCNN3","potassium calcium-activated channel subfamily N member 3",0.99999830151734,20,0.98,0.179924538227277,1365,1226,1.69848253178427e-06,5.48939597783995,1226,FALSE
"205909_at",6.17475257366667,0.000130603345726181,3.91989191287906e-06,-8.64479742394435,4.61573274627242,-1.04941355933333,"5427","POLE2","DNA polymerase epsilon 2, accessory subunit",0.999996080107767,68,0.932,0.209520905949679,1296,1392,3.91989191287906e-06,4.61573274627242,1392,FALSE
"205933_at",7.915703872,5.45309598328171e-05,1.13001513471572e-06,9.84845090677448,5.91377437888023,1.19194038866667,"26040","SETBP1","SET binding protein 1",0.999998869984786,39,0.961,0.43206757256449,501,1116,1.13001513471572e-06,5.91377437888023,1116,FALSE
"205967_at",7.84026922316667,0.000108132233397205,3.03554732271115e-06,-8.8821407196347,4.88316190870843,-1.18649870233333,"554313///121504///8370///8368///8367///8366///8365///8364///8363///8362///8361///8360///8359///8294","HIST2H4B///HIST4H4///HIST2H4A///HIST1H4L///HIST1H4E///HIST1H4B///HIST1H4H///HIST1H4C///HIST1H4J///HIST1H4K///HIST1H4F///HIST1H4D///HIST1H4A///HIST1H4I","histone cluster 2, H4b///histone cluster 4, H4///histone cluster 2, H4a///histone cluster 1, H4l///histone cluster 1, H4e///histone cluster 1, H4b///histone cluster 1, H4h///histone cluster 1, H4c///histone cluster 1, H4j///histone cluster 1, H4k///histone cluster 1, H4f///histone cluster 1, H4d///histone cluster 1, H4a///histone cluster 1, H4i",0.999996964452433,38,0.962,0.422424724047597,527,1357,3.03554732271115e-06,4.88316190870843,1357,FALSE
"205992_s_at",6.15899800183333,1.50352907670349e-05,1.7929601426807e-07,11.8808851957658,7.81634712297539,1.22578954766667,"3600","IL15","interleukin 15",0.999999820703988,32,0.968,0.207506991230291,1269,652,1.7929601426807e-07,7.81634712297539,652,FALSE
"206012_at",7.28604695516667,7.94502658429689e-06,6.55685160872717e-08,13.1373456117409,8.8428106146166,1.39595239033333,"10637///7044","LEFTY1///LEFTY2","left-right determination factor 1///left-right determination factor 2",0.999999934431496,15,0.985,0.35157821706881,724,451,6.55685160872717e-08,8.8428106146166,451,FALSE
"206055_s_at",9.11524585416667,2.80080591545954e-06,1.29929292895654e-08,-15.4107619357218,10.4680439995414,-1.60468081966667,"6627","SNRPA1","small nuclear ribonucleoprotein polypeptide A'",0.999999987007088,10,0.99,0.585405618178562,177,253,1.29929292895654e-08,10.4680439995414,253,FALSE
"206102_at",7.45484448133333,2.84917322187737e-06,1.3288325040306e-08,-15.3768731385278,10.4457345548834,-1.639721288,"9837","GINS1","GINS complex subunit 1",0.999999986711692,34,0.966,0.373155688430117,673,255,1.3288325040306e-08,10.4457345548834,255,FALSE
"206118_at",6.13822811116667,0.000461608534674303,2.16388234909966e-05,7.17864971619704,2.82339923461078,1.146784795,"6775","STAT4","signal transducer and activator of transcription 4",0.999978361174657,52,0.948,0.204851965820766,1300,1551,2.16388234909966e-05,2.82339923461078,1551,FALSE
"206220_s_at",6.929297442,0.000317544505214183,1.31257536677467e-05,7.58729649337498,3.34857903708062,1.069175678,"22821","RASA3","RAS p21 protein activator 3",0.999986874245216,17,0.983,0.305974750132254,902,1523,1.31257536677467e-05,3.34857903708062,1523,FALSE
"206310_at",6.69934611,1.31533331783869e-06,3.65821548727993e-09,17.4373337943036,11.7117579039358,2.06068043066667,"6691","SPINK2","serine peptidase inhibitor, Kazal type 2",0.999999996341802,8,0.992,0.276579957486861,996,151,3.65821548727993e-09,11.7117579039358,151,FALSE
"206363_at",9.08684407333333,6.54436362499569e-07,8.04181784199013e-10,20.1874916483722,13.1561002985187,2.09878328,"4094","MAF","MAF bZIP transcription factor",0.999999999195836,12,0.988,0.58177500446959,183,67,8.04181784199013e-10,13.1561002985187,67,FALSE
"206364_at",7.11720695366667,1.67012728092382e-06,5.62054722798322e-09,-16.7244048553451,11.2935862434894,-1.95573569866666,"9928","KIF14","kinesin family member 14",0.999999994379471,26,0.974,0.329995316064608,822,184,5.62054722798322e-09,11.2935862434894,184,FALSE
"206413_s_at",4.75954940566667,6.76442960338782e-06,4.91479041208546e-08,13.518507132812,9.13482427409541,1.43700277,"9623","TCL1B","T-cell leukemia/lymphoma 1B",0.99999995085211,9,0.991,0.0286147841514242,1626,397,4.91479041208546e-08,9.13482427409541,397,FALSE
"206441_s_at",7.473706778,4.01567512372269e-05,7.23445815613506e-07,-10.3116535635606,6.37702335312189,-1.256927708,"54939","COMMD4","COMM domain containing 4",0.99999927655414,17,0.983,0.375566865153949,649,983,7.23445815613506e-07,6.37702335312189,983,FALSE
"206492_at",5.70532665383333,0.00172001290807574,0.000124262478041137,5.86477970761619,0.986460069658257,1.13619361433333,"2272","FHIT","fragile histidine triad",0.999875737511239,44,0.956,0.149513958149639,1456,1597,0.000124262478041137,0.986460069658257,1597,FALSE
"206499_s_at",7.51791697783333,7.5034735609182e-06,6.06344070113128e-08,-13.2398275634024,8.92216261314062,-1.25469692966667,"1104","RCC1","regulator of chromosome condensation 1",0.999999939365606,22,0.978,0.381218276892291,646,441,6.06344070113128e-08,8.92216261314062,441,FALSE
"206500_s_at",5.36656874483333,3.69674134856546e-05,6.34886168505343e-07,-10.4506540378216,6.51240990782321,-1.119955927,"55320","MIS18BP1","MIS18 binding protein 1",0.999999365113795,22,0.978,0.106210366883459,1545,939,6.34886168505343e-07,6.51240990782321,939,FALSE
"206530_at",6.6376931825,6.71457928324137e-06,4.86323437798552e-08,13.5326372774228,9.14548737347119,1.39764242033333,"27314","RAB30","RAB30, member RAS oncogene family",0.99999995136767,7,0.993,0.268698833232952,1027,396,4.86323437798552e-08,9.14548737347119,396,FALSE
"206545_at",9.76359126983333,6.20703848056182e-06,4.31399107931137e-08,13.6941520219613,9.26656582048257,1.318513827,"940","CD28","CD28 molecule",0.999999956860104,13,0.987,0.668283933734972,118,380,4.31399107931137e-08,9.26656582048257,380,FALSE
"206550_s_at",5.99407257316667,0.000110146570498617,3.11855310712134e-06,-8.85686050291251,4.85495718072836,-1.138880453,"9631","NUP155","nucleoporin 155",0.999996881446642,29,0.971,0.186424492009938,1348,1363,3.11855310712134e-06,4.85495718072836,1363,FALSE
"206584_at",8.26429175016667,3.09029046972982e-06,1.54302569407634e-08,15.1533271978731,10.297223575023,1.70487540833333,"23643","LY96","lymphocyte antigen 96",0.99999998456976,27,0.973,0.476627733657215,373,273,1.54302569407634e-08,10.297223575023,273,FALSE
"206632_s_at",9.25943705333333,3.28702678423011e-05,5.42877949000418e-07,-10.6193772099529,6.67457134140142,-1.010456454,"9582","APOBEC3B","apolipoprotein B mRNA editing enzyme catalytic subunit 3B",0.999999457122022,58,0.942,0.603837650573985,194,903,5.42877949000418e-07,6.67457134140142,903,FALSE
"206633_at",5.3620902115,0.000134883867207897,4.11004156869421e-06,8.60136959392272,4.56615587434511,1.664978589,"1134","CHRNA1","cholinergic receptor nicotinic alpha 1 subunit",0.999995889958094,19,0.981,0.105637873749612,1547,1401,4.11004156869421e-06,4.56615587434511,1401,FALSE
"206687_s_at",8.57648747133333,3.68738955375565e-05,6.32605651837732e-07,10.4545066345818,6.5161391176005,1.03456124466667,"5777","PTPN6","protein tyrosine phosphatase, non-receptor type 6",0.999999367394312,18,0.982,0.516535867298611,289,938,6.32605651837732e-07,6.5161391176005,938,FALSE
"206848_at",6.98706099066667,8.69450254296881e-05,2.258009923843e-06,-9.16317563489184,5.19231256751562,-1.108200692,"116228","COX20","COX20, cytochrome c oxidase assembly factor",0.999997741989899,20,0.98,0.313358693163811,879,1298,2.258009923843e-06,5.19231256751562,1298,FALSE
"206976_s_at",8.0425032495,1.45588689436537e-06,4.27647583165062e-09,-17.1748786719512,11.5601146613633,-1.80111340033333,"10808","HSPH1","heat shock protein family H (Hsp110) member 1",0.999999995723542,14,0.986,0.448276399783536,420,160,4.27647583165062e-09,11.5601146613633,160,FALSE
"207001_x_at",6.28613964333333,7.98671150238729e-06,6.64646316156601e-08,13.1196362438159,8.82903469537454,1.57058939666667,"1831","TSC22D3","TSC22 domain family member 3",0.999999933535381,13,0.987,0.223759570225951,1193,455,6.64646316156601e-08,8.82903469537454,455,FALSE
"207022_s_at",5.6327938595,1.67783881649687e-05,2.12971218774363e-07,-11.6768225367102,7.63967005585297,-1.33469575366667,"3948","LDHC","lactate dehydrogenase C",0.999999787028781,10,0.99,0.140242055130529,1471,694,2.12971218774363e-07,7.63967005585297,694,FALSE
"207042_at",5.39353954216667,0.00027384805119236,1.06734375325271e-05,-7.76109094571109,3.5657188268886,-1.043950075,"1870","E2F2","E2F transcription factor 2",0.999989326561563,13,0.987,0.109658057262979,1535,1510,1.06734375325271e-05,3.5657188268886,1510,FALSE
"207076_s_at",6.792233123,5.31585225256347e-08,1.55562205836334e-11,29.4408474488819,16.6195576969103,3.06833420266667,"445","ASS1","argininosuccinate synthase 1",0.999999999984462,11,0.989,0.288453750357889,961,16,1.55562205836334e-11,16.6195576969103,16,FALSE
"207165_at",7.40979356766667,5.13547494280152e-05,1.04259299250292e-06,-9.93078917649016,5.99751142145897,-1.15522671133333,"3161","HMMR","hyaluronan mediated motility receptor",0.999998957406936,70,0.93,0.367396807826124,741,1098,1.04259299250292e-06,5.99751142145897,1098,FALSE
"207351_s_at",6.42507388583333,0.00014972651600062,4.76222060036722e-06,8.46741377812953,4.41195492268234,1.02508503233333,"9047","SH2D2A","SH2 domain containing 2A",0.999995237779006,33,0.967,0.24151960324734,1148,1425,4.76222060036722e-06,4.41195492268234,1425,FALSE
"207361_at",4.93748088883333,9.39631186259631e-05,2.51771319226403e-06,9.05897635312761,5.07862128053683,1.048188981,"26959","HBP1","HMG-box transcription factor 1",0.999997482286608,14,0.986,0.051359853759333,1611,1324,2.51771319226403e-06,5.07862128053683,1324,FALSE
"207396_s_at",8.28795453116667,3.20092285619751e-05,5.16698857103002e-07,-10.6731142986557,6.7257256284275,-1.057545551,"10195","ALG3","ALG3, alpha-1,3- mannosyltransferase",0.999999483301116,15,0.985,0.479652558670659,353,882,5.16698857103002e-07,6.7257256284275,882,FALSE
"207399_at",6.57601599966667,1.35475981506957e-05,1.53873954304198e-07,12.0647666973068,7.9730593983324,1.18741861266667,"8419","BFSP2","beaded filament structural protein 2",0.999999846126051,11,0.989,0.260814608407771,1057,621,1.53873954304198e-07,7.9730593983324,621,FALSE
"207469_s_at",5.9325143535,3.33371058824243e-05,5.53027069691063e-07,-10.5992973116543,6.65539583310872,-1.16127476966667,"8544","PIR","pirin",0.999999446972901,45,0.955,0.178555474305264,1387,907,5.53027069691063e-07,6.65539583310872,907,FALSE
"207563_s_at",7.85160686166667,1.45106120946812e-05,1.6966702244805e-07,11.9469843630358,7.8729487803609,1.42845293266667,"8473","OGT","O-linked N-acetylglucosamine (GlcNAc) transferase",0.999999830332981,11,0.989,0.423874019991644,488,639,1.6966702244805e-07,7.8729487803609,639,FALSE
"207564_x_at",7.594582918,0.000253206319609349,9.61519698870601e-06,7.849919217287,3.67530644498084,1.01556099533333,"8473","OGT","O-linked N-acetylglucosamine (GlcNAc) transferase",0.999990384802199,38,0.962,0.391018521990081,632,1498,9.61519698870601e-06,3.67530644498084,1498,FALSE
"207573_x_at",9.99300704816667,6.50291495295173e-06,4.59099254108709e-08,-13.6100624522443,9.2037130032636,-1.35635730366667,"10632","ATP5L","ATP synthase, H+ transporting, mitochondrial Fo complex subunit G",0.999999954090089,4,0.996,0.697610266289939,94,386,4.59099254108709e-08,9.2037130032636,386,FALSE
"207574_s_at",8.59594562033333,2.82006408630976e-05,4.30681940936196e-07,10.8730810085147,6.91402739366244,1.14006140466667,"4616","GADD45B","growth arrest and DNA damage inducible beta",0.99999956931804,43,0.957,0.519023212121289,306,835,4.30681940936196e-07,6.91402739366244,835,FALSE
"207638_at",7.16008383383333,0.000104521111703815,2.87707861205745e-06,8.93255175299919,4.93920787463486,1.065398147,"5651","TMPRSS15","transmembrane protease, serine 15",0.999997122921158,9,0.991,0.335476288889678,785,1345,2.87707861205745e-06,4.93920787463486,1345,FALSE
"207677_s_at",6.2323665055,4.18853550922937e-05,7.71441290863095e-07,10.2438444572104,6.31038002085001,1.209745379,"4689","NCF4","neutrophil cytosolic factor 4",0.999999228558661,20,0.98,0.216885723387339,1219,1003,7.71441290863095e-07,6.31038002085001,1003,FALSE
"207688_s_at",6.4945925685,6.07238486337033e-06,4.19819200430541e-08,-13.7310647171068,9.29403073028553,-1.40639823833334,"3626","INHBC","inhibin beta C subunit",0.999999958018094,15,0.985,0.25040621087946,1095,378,4.19819200430541e-08,9.29403073028553,378,FALSE
"207761_s_at",8.93649194416667,2.48854466229705e-07,1.5475174854705e-10,23.6473214685469,14.6624354929953,2.30666755166667,"25840","METTL7A","methyltransferase like 7A",0.999999999845266,19,0.981,0.562555417341268,225,34,1.5475174854705e-10,14.6624354929953,34,FALSE
"207809_s_at",8.56917705916667,4.76280735258256e-05,9.32090327803079e-07,10.0462962472883,6.11395556006801,1.018468497,"537","ATP6AP1","ATPase H+ transporting accessory protein 1",0.99999906790961,17,0.983,0.515601373691105,290,1062,9.32090327803079e-07,6.11395556006801,1062,FALSE
"207824_s_at",7.3813159815,6.13209071866527e-05,1.35147129693492e-06,-9.66744590770963,5.72751992758642,-1.113715999,"4150","MAZ","MYC associated zinc finger protein",0.999998648528604,17,0.983,0.363756503883851,682,1173,1.35147129693492e-06,5.72751992758642,1173,FALSE
"207826_s_at",6.01767017116667,7.13808592845432e-06,5.5045666589344e-08,-13.3674880643971,9.02014219848299,-1.371551571,"3399","ID3","inhibitor of DNA binding 3, HLH protein",0.999999944954347,38,0.962,0.189440984648212,1344,421,5.5045666589344e-08,9.02014219848299,421,FALSE
"207828_s_at",7.87675669816667,1.12823241367233e-06,2.80639429829788e-09,-17.8914927031476,11.9680680833062,-1.969493293,"1063","CENPF","centromere protein F",0.999999997193624,21,0.979,0.427088936046068,492,136,2.80639429829788e-09,11.9680680833062,136,FALSE
"207838_x_at",8.705778441,2.27741305678615e-05,3.23232287529228e-07,11.1947163900378,7.21027538193717,1.17704507666667,"57326","PBXIP1","PBX homeobox interacting protein 1",0.999999676767703,13,0.987,0.5330631959782,265,776,3.23232287529228e-07,7.21027538193717,776,TRUE
"207957_s_at",5.3800159435,3.31780951796608e-05,5.49782427668454e-07,10.6056729696869,6.66148792424814,1.710644971,"5579","PRKCB","protein kinase C beta",0.999999450217543,32,0.968,0.107929328948301,1544,906,5.49782427668454e-07,6.66148792424814,906,TRUE
"207980_s_at",7.56546657983333,1.49690556251315e-06,4.5815771386059e-09,17.0602320903787,11.4930412360734,2.06266522033333,"10370","CITED2","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2",0.999999995418441,19,0.981,0.387296566063328,617,167,4.5815771386059e-09,11.4930412360734,167,FALSE
"208002_s_at",7.04881038416667,1.84233495583239e-06,6.53704584236823e-09,-16.48017802237,11.1456778343178,-2.31545109766667,"11332","ACOT7","acyl-CoA thioesterase 7",0.999999993462972,12,0.988,0.321252148714272,845,194,6.53704584236823e-09,11.1456778343178,194,FALSE
"208074_s_at",7.89398798616667,2.75878989376355e-06,1.26649522329154e-08,-15.4493868267046,10.493406375953,-1.687930073,"1175","AP2S1","adaptor related protein complex 2 sigma 1 subunit",0.999999987335065,7,0.993,0.429291620124337,462,251,1.26649522329154e-08,10.493406375953,251,TRUE
"208078_s_at",6.713524015,3.92369035392191e-06,2.2031512366786e-08,14.6325601545487,9.94191921774013,1.99532930666667,"150094","SIK1","salt inducible kinase 1",0.999999977968504,20,0.98,0.278392326104152,1000,307,2.2031512366786e-08,9.94191921774013,307,FALSE
"208079_s_at",6.4670670295,6.81137829642594e-06,5.02751236723166e-08,-13.4881673921822,9.11189019943358,-2.08893153166667,"6790","AURKA","aurora kinase A",0.99999994972489,43,0.957,0.246887607597973,1134,403,5.02751236723166e-08,9.11189019943358,403,FALSE
"208087_s_at",5.76367511283333,0.000124328980300941,3.64971217893024e-06,8.71059128653492,4.69046006655068,1.094278919,"81030","ZBP1","Z-DNA binding protein 1",0.999996350287524,16,0.984,0.156972670558764,1427,1379,3.64971217893024e-06,4.69046006655068,1379,FALSE
"208103_s_at",7.56472114866667,6.81137829642594e-06,4.99695634604659e-08,-13.4963179587271,9.11805647189073,-1.66138001,"81611","ANP32E","acidic nuclear phosphoprotein 32 family member E",0.99999995003045,21,0.979,0.387201277228142,621,401,4.99695634604659e-08,9.11805647189073,401,FALSE
"208304_at",5.2000643855,0.000364230584675341,1.58083068575141e-05,7.43342569889243,3.15326678099581,1.393505205,"1232","CCR3","C-C motif chemokine receptor 3",0.999984191691795,11,0.989,0.0849260321740719,1578,1534,1.58083068575141e-05,3.15326678099581,1534,FALSE
"208347_at",6.00073435133333,0.000229289142549067,8.40831697870837e-06,-7.96511229896532,3.81603646613865,-1.41036240066666,"","","",0.999991591682313,12,0.988,0.187276070412009,1332,1488,8.40831697870837e-06,3.81603646613865,1488,FALSE
"208433_s_at",6.736035295,8.4163223733638e-05,2.14720693339311e-06,-9.21165449539488,5.24483845060312,-1.21728592066666,"7804","LRP8","LDL receptor related protein 8",0.999997852792899,41,0.959,0.281269954174523,1016,1283,2.14720693339311e-06,5.24483845060312,1283,FALSE
"208436_s_at",7.296884275,2.31282074642982e-06,9.60238334594546e-09,15.8733613666198,10.7673361779605,1.577218944,"3665","IRF7","interferon regulatory factor 7",0.999999990397634,14,0.986,0.352963557029931,716,227,9.60238334594546e-09,10.7673361779605,227,FALSE
"208457_at",5.18132295916667,0.000371102384673732,1.62741934891741e-05,-7.40959390655338,3.12275543805297,-1.09084285233333,"2563","GABRD","gamma-aminobutyric acid type A receptor delta subunit",0.999983725805123,16,0.984,0.0825303063648071,1581,1537,1.62741934891741e-05,3.12275543805297,1537,FALSE
"208498_s_at",4.80670068783333,0.000545290572406037,2.70625026885556e-05,7.00086812656214,2.5883325070006,1.02372758633333,"648740///280///279///278///277///276","ACTG1P4///AMY2B///AMY2A///AMY1C///AMY1B///AMY1A","actin gamma 1 pseudogene 4///amylase, alpha 2B (pancreatic)///amylase, alpha 2A (pancreatic)///amylase, alpha 1C (salivary)///amylase, alpha 1B (salivary)///amylase, alpha 1A (salivary)",0.999972937494991,43,0.957,0.0346421559009106,1625,1564,2.70625026885556e-05,2.5883325070006,1564,FALSE
"208517_x_at",10.3899963843333,3.30093009475987e-06,1.70727270996308e-08,-15.0037184719823,10.1965055284837,-1.45096027133333,"689","BTF3","basic transcription factor 3",0.99999998292729,3,0.997,0.748357609728034,58,282,1.70727270996308e-08,10.1965055284837,282,FALSE
"208529_at",6.41419343866667,1.00063034056013e-05,9.53607829300993e-08,-12.6564052023528,8.46188776942894,-1.22123603933333,"690","BTF3P11","basic transcription factor 3 pseudogene 11",0.999999904639227,8,0.992,0.240128750297841,1123,520,9.53607829300993e-08,8.46188776942894,520,FALSE
"208549_x_at",10.754121705,0.00010480869919014,2.88882870927373e-06,-8.92871182636082,4.9349479166158,-1.07144949666667,"5757","PTMA","prothymosin, alpha",0.999997111171059,22,0.978,0.794903929789941,41,1346,2.88882870927373e-06,4.9349479166158,1346,FALSE
"208580_x_at",5.104369957,0.000870784241290555,5.03916111466541e-05,-6.52219922867043,1.9348265694713,-1.08174424266667,"554313///121504///8370///8368///8367///8366///8365///8364///8363///8362///8361///8360///8359///8294","HIST2H4B///HIST4H4///HIST2H4A///HIST1H4L///HIST1H4E///HIST1H4B///HIST1H4H///HIST1H4C///HIST1H4J///HIST1H4K///HIST1H4F///HIST1H4D///HIST1H4A///HIST1H4I","histone cluster 2, H4b///histone cluster 4, H4///histone cluster 2, H4a///histone cluster 1, H4l///histone cluster 1, H4e///histone cluster 1, H4b///histone cluster 1, H4h///histone cluster 1, H4c///histone cluster 1, H4j///histone cluster 1, H4k///histone cluster 1, H4f///histone cluster 1, H4d///histone cluster 1, H4a///histone cluster 1, H4i",0.999949608384517,45,0.955,0.0726933659893992,1597,1583,5.03916111466541e-05,1.9348265694713,1583,FALSE
"208606_s_at",5.74793145283333,3.15919678196396e-05,5.07007757712554e-07,10.693761060476,6.74531737219746,1.05589678433333,"54361","WNT4","Wnt family member 4",0.999999492992217,12,0.988,0.154960150704435,1431,877,5.07007757712554e-07,6.74531737219746,877,TRUE
"208642_s_at",9.50802937916667,6.12369683169197e-05,1.34626128791838e-06,-9.67132365287866,5.73154182957695,-1.01583386366667,"7520","XRCC5","X-ray repair cross complementing 5",0.999998653738614,21,0.979,0.635615330692432,143,1171,1.34626128791838e-06,5.73154182957695,1171,FALSE
"208647_at",8.91119666216667,7.13808592845432e-06,5.50941428771417e-08,-13.366320994172,9.01925079413296,-1.32010377433333,"2222","FDFT1","farnesyl-diphosphate farnesyltransferase 1",0.999999944905871,13,0.987,0.559321908916552,224,422,5.50941428771417e-08,9.01925079413296,422,FALSE
"208652_at",8.183952988,0.000107320349186672,2.99338879761636e-06,-8.89526869834716,4.89778253208417,-1.116340038,"5515","PPP2CA","protein phosphatase 2 catalytic subunit alpha",0.999997006610962,16,0.984,0.466357989904321,383,1355,2.99338879761636e-06,4.89778253208417,1355,TRUE
"208656_s_at",9.53882771733333,1.75874987396929e-05,2.28709860154031e-07,11.593188766233,7.56640281362175,1.230912912,"10983","CCNI","cyclin I",0.999999771290138,9,0.991,0.639552297512141,136,711,2.28709860154031e-07,7.56640281362175,711,FALSE
"208668_x_at",10.8315464483333,1.299039448848e-05,1.41149382068954e-07,-12.1696636107039,8.06142069865871,-1.17648471666667,"3151","HMGN2","high mobility group nucleosomal binding domain 2",0.999999858850624,12,0.988,0.804801173072298,35,594,1.41149382068954e-07,8.06142069865871,594,FALSE
"208671_at",8.32024833016667,0.000143602494939222,4.47025965041711e-06,8.52475969348405,4.47820522388182,1.00337289766667,"57515","SERINC1","serine incorporator 1",0.999995529739982,40,0.96,0.48378069098927,372,1412,4.47025965041711e-06,4.47820522388182,1412,FALSE
"208672_s_at",9.93667128583333,6.95145603020865e-06,5.25595629181964e-08,-13.4288904624216,9.06692946124108,-1.34560092166667,"6428","SRSF3","serine and arginine rich splicing factor 3",0.999999947440451,7,0.993,0.690408837892436,98,412,5.25595629181964e-08,9.06692946124108,412,FALSE
